263|-554.4362107601555
-896|-758.5292194487691
-165|696.0724197896166
528|-154.03239876611008
699|279.6467935064718
808|-455.1324824708083
-18|293.8016659008274
-207|20.931442462771315
226|808.1226342231289
-791|93.33095527448631
183|-265.0054810657248
-439|232.44849221370282
-760|353.83218087548016
-885|510.37795009884667
-233|85.35644678391122
540|-503.6704118884445
191|-0.8180120350915558
-632|816.9160123304098
448|-711.9548445244718
687|945.0222616438966
742|-289.00183819645804
-149|-531.2533746488491
433|711.4492751916537
-291|-57.12274575552681
-848|-351.78311483834034
-182|-241.8670682082968
-7|495.7858609737216
-322|248.1683317561833
-701|-373.65456572879646
-170|-921.8947698827569
891|971.9566074424922
766|-702.8913950311851
643|-592.4208293654117
-827|555.6485178471394
47|449.6550739544416
-874|618.4962635054612
962|-342.37377668399006
-341|-714.423141107948
286|-442.91423716236864
78|512.5879946482994
77|-840.1143446619701
78|101.96543229830263
52|897.1319678475836
-943|-473.44290249206074
532|-3.7880601346957974
928|249.2443917589801
54|100.17203139704725
101|-567.8281398930287
-938|-501.5604535708333
-884|281.553409196428
-866|-191.51290256782374
-707|-381.6794996220574
727|-164.31165321159358
-960|-840.9505995434267
632|17.309991524889597
-411|-645.6622593133814
130|710.8718356201387
829|607.9811610828176
86|-921.966949516347
-84|-21.338196429920686
-958|650.0476820108242
-130|818.6876513499342
-388|986.0073121184648
-169|-14.210710455131448
-731|646.287164654459
60|699.5140905816643
-350|-306.56112520790896
924|-161.5400525354396
704|-757.9520009988477
-743|-540.0132626803038
-632|-436.0301570811142
787|-993.80070678289
-633|-238.71854897618402
-468|600.3150362737404
712|-69.59565204127637
-282|-263.3709812731157
-361|101.96040879481257
650|664.7110977944271
-951|316.85287114008156
-586|514.5522986588091
953|601.175901822706
737|577.2607523542711
-273|-722.8691982044342
-994|-146.5732111040578
-172|346.2971766394619
-957|-973.8806295698206
8|-693.430694763751
-393|-756.2293525874808
-291|-291.8736552095402
-32|-988.3235451177026
672|506.1716086261315
-548|-971.4677429119467
404|384.32667888160927
-328|141.58167328618788
-711|85.95786179633978
957|-128.78348451073407
-247|401.82204979458675
436|377.09842497690056
-617|-822.8780551682273
302|-878.7286188213009
